Table 1
CMANAME,CMAUID,CSDNAME,CSDUID,public_caf,public_ef,public_emp,public_gs,public_hf,public_psef,public_srf,walk_caf,walk_ef,walk_emp,walk_gs,walk_hf,walk_psef,walk_srf,ada_code_n,ADA_code
St. John's,1,St. John's,1001519,0.0372255469027778,0.0281690734305704,0.0293029134036615,13.9305555555556,0.0280671233215798,0.0356508937403128,0.0391629442910354,0.0445468509861111,0.0830408813634705,0.0300239318884998,3.15874976525821,0.0555241930858439,0.0427585151151804,0.0778615050555555,10010011,  10010011
St. John's,1,St. John's,1001519,0.0359042645391304,0.0193239769153984,0.0238623392723463,16.5529411764706,0.0169186836410755,0.0190287054782563,0.0307380310650686,0.0411294678086956,0.0573255160467167,0.0300158097916994,5.26268303030303,0.0309082710098463,0,0.0643735266086956,10010013,  10010013
St. John's,1,St. John's,1001519,0.0303669979876543,0.0203326712932298,0.027316576039054,26.7341772151899,0.0164285244226959,0.0210468159458278,0.0328134429301579,0.0100821625802469,0.0293605057778779,0.0200073835656246,7.25473205128205,0.0158995385794294,0,0.0434952905185185,10010015,  10010015
St. John's,1,St. John's,1001519,0.0035788635,0.00371539351397896,0.00598079467535391,36.4,0.00221548864908744,0.000468919282669357,0.00393560889666887,0.00133228342857143,0.0040906286806431,0.0042091714691142,,0.00323236159960437,0,0.00242336461904762,10010016,  10010016
St. John's,1,St. John's,1001519,0,0,0.000202729240261243,,0.0005417894147942,0,0.0006169766792823,0,0,0.00115918076977767,,0.00279957924878874,0,0.0027175459245283,10010017,  10010017
St. John's,1,St. John's,1001519,0.00246241679661017,0.00419087069127362,0.00677382611299418,22.3684210526316,0.00320663496850655,0.000410105503237705,0.0033978556856171,0.00333900110169492,0.0194571086696231,0.0134140217041489,5.04179362745098,0.0109160663528251,0,0.0100978847118644,10010018,  10010018
St. John's,1,Mount Pearl,1001542,0.00092052279710145,0.00346946136543712,0.00564747209092459,14.4375,0.00261132297232419,0,0.00119406243824346,0.00177541894202899,0.0259793813445015,0.0179961979438819,3.77429743589744,0.0109175909995318,0,0.00210297668115942,10010019,  10010019
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),997,Upper Island Cove,1001385,0,0,0,,0,0,0,0.000893398725146199,0.00412517254706461,0.00128203479946256,6.50179444444444,0.00031178807949061,0,0.00241357983040936,10010021,  10010021
St. John's,1,Mount Pearl,1001542,0.00236652220454546,0.00402164507644786,0.00582698593308421,30.5,0.00261211739038405,0,0.00121909931112115,0.00406208270454545,0.021434238527916,0.0199010687817702,5.35971081081081,0.0100616267427232,0,0.00050674675,10010023,  10010023
St. John's,1,Mount Pearl,1001542,0.00323487308510638,0.00437119392703319,0.00471209062230832,20.95,0.00226407148557418,0,0.00135345756321749,0.00669444104255319,0.023808114808256,0.0101236555444453,5.61540490196078,0.010860752430651,0,0.00439702119148936,10010024,  10010024
St. John's,1,St. John's,1001519,0.0000967514642857143,0.0013433688389938,0.000918268167031684,34.2142857142857,0.000603356712170396,0,0.00064464773589318,0.00116556886904762,0.0128818740273108,0.00302122884204095,9.53973421052631,0.00348421413316129,0,0.00372842833333333,10010025,  10010025
St. John's,1,Conception Bay South,1001485,0,0,0,,0,0,0,0,0,0.00244542070029984,5.46551,0.000758302932203759,0.00928470163777688,0.00113092261538462,10010029,  10010029
St. John's,1,Witless Bay,1001559,0,0,0,,0,0,0,0,0,0.000327046473573033,0,0.000114827583619477,0,0,10010031,  10010031
Strong metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine forte (T.-N.-L.),996,Mount Carmel-Mitchells Brook-St. Catherine's,1001197,0,0,0,,0,0,0,0.000817336369477912,0.000843903332896774,0.0000245321430779276,,0,0,0.00327725041365462,10010032,  10010032
Strong metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine forte (T.-N.-L.),996,"Division No.  1, Subd. X",1001203,0,0,0,,0,0,0,0.00266045499038461,0,0.000208628904067351,0.812170833333333,0.0000426054368979469,0.0111733501991382,0.000710674067307692,10010035,  10010035
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),997,Whitbourne,1001298,0,0,0,,0,0,0,0.00129931164788732,0,0.000102535384392127,3.21392753623188,0.0000289445932315746,0,0.00179070331690141,10010036,  10010036
Strong metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine forte (T.-N.-L.),996,Cupids,1001437,0,0,0,,0,0,0,0.0028194029,0,0.000150654082225504,,0.0000713725797878075,0,0,10010037,  10010037
St. John's,1,Holyrood,1001472,0,0,0,,0,0,0,0.000787576692307692,0,0.000307989238704887,,0.0000626439083371615,0,0,10010040,  10010040
St. John's,1,St. John's,1001519,0.0225960470641026,0.0227701565700575,0.026196112142169,18.3235294117647,0.0164891172234365,0.0225714450678766,0.0306320548493604,0.0111331653846154,0.0629558686094326,0.0320279160802438,3.33873169398907,0.0197062550314177,0,0.0643723908205129,10010041,  10010041
St. John's,1,Paradise,1001517,0,0,0.000466067310444978,11,0.000327053284144112,0,0.0000830451328423013,0,0,0.00437330864345878,7.63059012345679,0.00352445674428611,0,0.00676926693421053,10010042,  10010042
St. John's,1,Paradise,1001517,0.00002959846875,0.000114675352432684,0.00110565581117858,13.6666666666667,0.0010012705730813,0,0.000953371722923981,0,0,0.0102145882176579,4.73359939393939,0.00630870441701775,0,0.00761999184375,10010043,  10010043
St. John's,1,Conception Bay South,1001485,0,0,0,,0,0,0,0.00148894305,0.0103434959850835,0.00362727710353652,5.13273712121212,0.00261424271744784,0,0.00749349058,10010044,  10010044
Strong metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine forte (T.-N.-L.),996,Wabana,1001494,0.000136702763948498,0.0000611835200072996,0.0000810488618416056,31,0.0000624450557879652,0.000206388501787991,0.000097024244690885,0.00180840471244635,0,0.000112068018044493,,0.0000211521262810293,0.000204660106020459,0.000833835261802575,10010045,  10010045
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),999,Point au Gaul,1002015,0,0,0,,0,0,0,0.00600565009302325,0.00699333563924954,0.000367356614022833,3.18257619047619,0.000346642466454749,0,0.000194446302325581,10020001,  10020001
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),999,Rushoon,1002033,0,0,0,,0,0,0,0.000533683394904459,0.000585005667142583,0.0000209077367081144,,0.00000627172556100645,0,0.00164641670700637,10020002,  10020002
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),998,Lewin's Cove,1002002,0,0,0,,0,0,0,0.00198186418032787,0,0.000548772092164507,6.46690238095238,0.000607096898040943,0,0.00400862939344262,10020003,  10020003
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),998,St. Jacques-Coomb's Cove,1003003,0,0,0,,0,0,0,0.0012149195,0.00283614184828193,0.000136071407810721,6.4335537037037,0.000106583767424084,0,0.00292963511206897,10030001,  10030001
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),998,Samiajij Miawpukek,1003801,0,0,0,,0,0,0,0,0,0,,0,0,0,10030002,  10030002
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),998,Channel-Port aux Basques,1003034,0,0,0,,0,0,0,0.00360559995394737,0.00271422473712683,0.000438250821459937,4.48954444444444,0.000328511735280908,0,0.00194278075,10030003,  10030003
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),998,Cape St. George,1004033,0,0,0,,0,0,0,0.000605505788461538,0.000509768206713749,0.000161939607182191,,0.000194950724219754,0,0.000983119653846154,10040001,  10040001
